,talk_id,tags
505,62,computers
506,62,culture
507,62,education
508,62,engineering
509,62,invention
510,62,materials
511,62,science
512,62,social change
513,62,technology
514,63,choice
515,63,culture
516,63,happiness
517,63,health
518,63,parenting
519,63,personal growth
520,63,potential
521,63,psychology
522,63,work-life balance
523,64,Africa
524,64,TED Prize
525,64,business
526,64,culture
527,64,economics
528,64,global issues
529,64,health care
530,64,technology
531,65,TED Prize
532,65,ants
533,65,biodiversity
534,65,biology
535,65,ecology
536,65,global issues
537,65,insects
538,65,nature
539,65,science
540,65,technology
541,66,activism
542,66,art
543,66,culture
544,66,global issues
545,66,media
546,66,photography
547,66,poverty
548,66,social change
549,66,storytelling
550,66,war
551,67,Africa
552,67,animals
553,67,culture
554,67,environment
555,67,global issues
556,67,nature
557,67,primates
558,67,science
559,68,TED Brain Trust
560,68,business
561,68,choice
562,68,culture
563,68,marketing
564,68,storytelling
565,69,DNA
566,69,culture
567,69,genetics
568,69,history
569,69,invention
570,69,science
571,69,storytelling
572,69,technology
573,70,brain
574,70,cognitive science
575,70,culture
576,70,design
577,70,illusion
578,70,psychology
579,71,business
580,71,cars
581,71,industrial design
582,71,innovation
583,71,invention
584,71,robots
585,71,science
586,71,social change
587,71,sustainability
588,71,technology
589,71,transportation
590,72,DNA
591,72,TED Brain Trust
592,72,biotech
593,72,business
594,72,culture
595,72,genetics
596,72,invention
597,72,science
598,72,technology
599,73,TED Brain Trust
600,73,art
601,73,design
602,73,happiness
603,73,typography
604,74,alternative energy
605,74,business
606,74,cities
607,74,collaboration
608,74,culture
609,74,design
610,74,environment
611,74,global issues
612,74,invention
613,74,sustainability
614,75,architecture
615,75,cities
616,75,culture
617,75,design
618,75,invention
619,76,art
620,76,business
621,76,cars
622,76,design
623,76,industrial design
624,76,invention
625,76,technology
626,76,transportation
627,77,entertainment
628,77,live music
629,77,music
630,77,performance
631,77,poetry
632,77,singer
633,78,business
634,78,design
635,78,industrial design
636,78,product design
637,79,Brazil
638,79,animation
639,79,art
640,79,creativity
641,79,design
642,79,illusion
643,80,biotech
644,80,culture
645,80,future
646,80,global issues
647,80,happiness
648,80,philosophy
649,80,technology
650,81,DNA
651,81,animals
652,81,biology
653,81,biomimicry
654,81,design
655,81,environment
656,81,evolution
657,81,fish
658,81,science
659,81,technology
660,82,DNA
661,82,biodiversity
662,82,biology
663,82,biotech
664,82,ecology
665,82,entrepreneur
666,82,genetics
667,82,invention
668,82,oceans
669,82,science
670,82,technology
671,83,art
672,83,entertainment
673,83,invention
674,83,music
675,83,performance
676,83,software
677,83,technology
678,84,animals
679,84,apes
680,84,biology
681,84,culture
682,84,evolution
683,84,genetics
684,84,intelligence
685,84,language
686,85,animals
687,85,art
688,85,design
689,85,evolution
690,85,fish
691,85,nature
692,85,photography
693,85,storytelling
694,86,biology
695,86,biomechanics
696,86,oceans
697,86,online video
698,86,science
699,86,technology
700,87,climate change
701,87,environment
702,87,guitar
703,87,music
704,87,performance
705,87,vocals
706,88,cello
707,88,entertainment
708,88,music
709,88,performance
710,88,vocals
711,89,TED Brain Trust
712,89,brain
713,89,consciousness
714,89,culture
715,89,entertainment
716,89,illusion
717,89,self
718,89,visualizations
719,90,creativity
720,90,entertainment
721,90,live music
722,90,music
723,90,performance
724,91,architecture
725,91,business
726,91,china
727,91,cities
728,91,culture
729,91,design
730,91,environment
731,91,global issues
732,91,sustainability
733,91,technology
734,92,TED Brain Trust
735,92,United States
736,92,business
737,92,entrepreneur
738,92,history
739,92,innovation
740,92,invention
741,92,technology
742,92,web
743,93,entertainment
744,93,memory
745,93,performance
746,93,poetry
747,93,spoken word
748,93,storytelling
749,94,composing
750,94,entertainment
751,94,guitar
752,94,memory
753,94,music
754,94,performance
755,94,piano
756,95,composing
757,95,entertainment
758,95,guitar
759,95,music
760,95,performance
761,95,performance art
762,95,piano
763,95,potential
764,95,vocals
765,96,God
766,96,culture
767,96,disaster relief
768,96,global issues
769,96,natural disaster
770,96,philosophy
771,96,religion
772,97,God
773,97,atheism
774,97,culture
775,97,religion
776,97,science
777,98,comedy
778,98,culture
779,98,humor
780,98,performance
781,99,entertainment
782,99,live music
783,99,music
784,99,performance
785,100,business
786,100,culture
787,100,economics
788,100,entertainment
789,100,marketing
790,100,technology
791,101,entertainment
792,101,history
793,101,live music
794,101,music
795,101,performance
796,101,violin
797,102,Google
798,102,TED Brain Trust
799,102,business
800,102,collaboration
801,102,culture
802,102,design
803,102,technology
804,102,web
805,103,culture
806,103,entertainment
807,103,live music
808,103,music
809,103,performance
810,103,poetry
811,103,race
812,103,sports
813,104,alternative energy
814,104,architecture
815,104,cars
816,104,cities
817,104,consumerism
818,104,culture
819,104,design
820,104,energy
821,104,transportation
822,105,collaboration
823,105,creativity
824,105,culture
825,105,design
826,105,museums
827,105,philanthropy
828,105,science and art
829,105,water
830,106,TED Brain Trust
831,106,business
832,106,cities
833,106,culture
834,106,future
835,106,global issues
836,106,poverty
837,106,technology
838,106,urban planning
839,107,AI
840,107,brain
841,107,cognitive science
842,107,computers
843,107,intelligence
844,107,memory
845,107,science
846,107,technology
847,108,animals
848,108,biodiversity
849,108,climate change
850,108,environment
851,108,fish
852,108,global issues
853,108,oceans
854,108,science
855,108,technology
856,109,collaboration
857,109,demo
858,109,microsoft
859,109,photography
860,109,software
861,109,technology
862,109,virtual reality
863,109,visualizations
864,110,climate change
865,110,environment
866,110,global issues
867,110,green
868,110,investment
869,110,sustainability
870,110,technology
871,111,business
872,111,corruption
873,111,global issues
874,111,investment
875,111,women
876,111,women in business
877,112,demo
878,112,interface design
879,112,software
880,112,technology
881,113,Buddhism
882,113,God
883,113,culture
884,113,global issues
885,113,happiness
886,113,peace
887,113,religion
888,114,New York
889,114,architecture
890,114,cities
891,114,collaboration
892,114,culture
893,114,death
894,114,design
895,114,disaster relief
896,114,interview
897,114,memory
898,114,urban planning
899,115,culture
900,115,global issues
901,115,military
902,115,peace
903,115,technology
904,115,terrorism
905,115,war
906,116,cello
907,116,collaboration
908,116,culture
909,116,entertainment
910,116,live music
911,116,performance
912,116,violin
913,117,design
914,117,map
915,117,microsoft
916,117,technology
917,117,virtual reality
918,118,Africa
919,118,Asia
920,118,Google
921,118,economics
922,118,global development
923,118,global issues
924,118,health
925,118,inequality
926,118,poverty
927,118,statistics
928,118,visualizations
929,119,Moon
930,119,NASA
931,119,Planets
932,119,adventure
933,119,energy
934,119,exploration
935,119,mining
936,119,space
937,119,technology
938,120,TED Brain Trust
939,120,culture
940,120,faith
941,120,meme
942,120,philosophy
943,120,religion
944,121,Bioethics
945,121,cancer
946,121,design
947,121,health
948,121,health care
949,121,medicine
950,121,technology
951,122,design
952,122,entertainment
953,122,global issues
954,122,software
955,122,technology
956,123,AIDS
957,123,Africa
958,123,economics
959,123,global issues
960,123,health
961,123,science
962,123,statistics
963,124,demo
964,124,design
965,124,entertainment
966,124,gaming
967,124,technology
968,125,entertainment
969,125,poetry
970,125,spoken word
971,126,animation
972,126,design
973,126,entertainment
974,126,film
975,126,health
976,126,medicine
977,126,science
978,126,technology
979,126,visualizations
980,127,culture
981,127,health care
982,127,marketing
983,127,medicine
984,128,Africa
985,128,business
986,128,corruption
987,128,economics
988,128,entrepreneur
989,128,global development
990,128,global issues
991,128,philanthropy
992,129,Africa
993,129,business
994,129,economics
995,129,entrepreneur
996,129,global development
997,129,global issues
998,129,health care
999,129,investment
1000,129,philanthropy
1001,129,women
1002,129,women in business
1003,130,Africa
1004,130,alternative energy
1005,130,design
1006,130,energy
1007,130,global issues
1008,130,interview
1009,130,library
1010,130,technology
1011,131,Africa
1012,131,business
1013,131,entrepreneur
1014,131,global issues
1015,131,investment
1016,132,Africa
1017,132,culture
1018,132,education
1019,132,global issues
1020,132,leadership
1021,132,social change
1022,133,Africa
1023,133,culture
1024,133,entertainment
1025,133,global issues
1026,133,literature
1027,133,poetry
1028,133,storytelling
1029,134,business
1030,134,global development
1031,134,global issues
1032,134,investment
1033,134,medicine
1034,134,philanthropy
1035,134,poverty
1036,134,women
1037,134,women in business
1038,135,Africa
1039,135,activism
1040,135,entertainment
1041,135,live music
1042,135,music
1043,135,singer
1044,135,women
1045,136,Africa
1046,136,entertainment
1047,136,guitar
1048,136,live music
1049,136,music
1050,137,business
1051,137,entertainment
1052,137,film
1053,137,global issues
1054,137,movies
1055,137,philanthropy
1056,137,social change
1057,138,culture
1058,138,demo
1059,138,global issues
1060,138,health care
1061,138,invention
1062,138,peace
1063,138,prosthetics
1064,138,science
1065,138,technology
1066,138,war
1067,139,books
1068,139,culture
1069,139,education
1070,139,entertainment
1071,139,language
1072,140,Africa
1073,140,business
1074,140,global development
1075,140,global issues
1076,140,investment
1077,140,philanthropy
1078,140,technology
1079,141,animals
1080,141,art
1081,141,biomechanics
1082,141,creativity
1083,141,demo
1084,141,design
1085,141,entertainment
1086,141,science and art
1087,141,technology
1088,142,TED Brain Trust
1089,142,culture
1090,142,language
1091,142,psychology
1092,142,science
1093,143,TED Brain Trust
1094,143,business
1095,143,culture
1096,143,global issues
1097,143,media
1098,143,sociology
1099,143,violence
1100,143,war
1101,144,entertainment
1102,144,film
1103,144,global issues
1104,144,storytelling
1105,144,technology
1106,144,war
1107,145,Africa
1108,145,anthropology
1109,145,exploration
1110,145,global issues
1111,145,human origins
1112,145,humanity
1113,145,paleontology
1114,145,science
1115,146,art
1116,146,design
1117,146,simplicity
1118,146,technology
1119,147,asteroid
1120,147,climate change
1121,147,future
1122,147,global issues
1123,147,humanity
1124,147,science
1125,147,solar system
1126,147,space
1127,147,technology
1128,148,alternative energy
1129,148,business
1130,148,design
1131,148,drones
1132,148,energy
1133,148,flight
1134,148,invention
1135,148,solar energy
1136,148,technology
1137,149,NASA
1138,149,Planets
1139,149,design
1140,149,exploration
1141,149,science
1142,149,solar system
1143,149,space
1144,149,technology
1145,149,universe
1146,149,visualizations
1147,150,culture
1148,150,dance
1149,150,entertainment
1150,150,performance
1151,151,aircraft
1152,151,business
1153,151,entertainment
1154,151,entrepreneur
1155,151,global issues
1156,151,interview
1157,151,music
1158,151,space
1159,151,technology
1160,152,AI
1161,152,cognitive science
1162,152,demo
1163,152,design
1164,152,evolution
1165,152,robots
1166,152,technology
1167,153,art
1168,153,children
1169,153,culture
1170,153,design
1171,153,entertainment
1172,153,happiness
1173,154,cities
1174,154,communication
1175,154,culture
1176,154,design
1177,154,global issues
1178,154,technology
1179,154,telecom
1180,155,brain
1181,155,consciousness
1182,155,culture
1183,155,illness
1184,155,illusion
1185,155,science
1186,155,technology
1187,156,business
1188,156,economics
1189,156,food
1190,156,global issues
1191,156,technology
1192,156,women in business
1193,157,brain
1194,157,depression
1195,157,health care
1196,157,illness
1197,157,medicine
1198,157,mental health
1199,157,science
1200,157,suicide
1201,157,technology
1202,158,Buddhism
1203,158,God
1204,158,brain
1205,158,culture
1206,158,evolutionary psychology
1207,158,faith
1208,158,global issues
1209,158,happiness
1210,158,peace
1211,158,photography
1212,158,psychology
1213,158,religion
1214,159,business
1215,159,creativity
1216,159,entertainment
1217,159,law
1218,159,technology
1219,160,DNA
1220,160,MacArthur grant
1221,160,complexity
1222,160,computers
1223,160,science
1224,161,business
1225,161,china
1226,161,climate change
1227,161,engineering
1228,161,global issues
1229,161,science
1230,161,technology
1231,162,TED Brain Trust
1232,162,biodiversity
1233,162,biotech
1234,162,business
1235,162,energy
1236,162,science
1237,162,technology
1238,163,climate change
1239,163,culture
1240,163,global issues
1241,163,health
1242,163,peace
1243,164,design
1244,164,evolution
1245,164,robots
1246,164,science
1247,164,technology
1248,165,Africa
1249,165,architecture
1250,165,culture
1251,165,design
1252,165,math
1253,165,technology
1254,166,design
1255,166,humanity
1256,166,humor
1257,166,philosophy
1258,166,storytelling
1259,167,String theory
1260,167,physics
1261,167,science
1262,167,storytelling
1263,167,technology
1264,168,MacArthur grant
1265,168,business
1266,168,economics
1267,168,energy
1268,168,environment
1269,168,green
1270,168,science
1271,168,technology
1272,169,education
1273,169,entertainment
1274,169,magic
1275,169,math
1276,169,performance
1277,170,brain
1278,170,community
1279,170,compassion
1280,170,empathy
1281,170,psychology
1282,171,communication
1283,171,community
1284,171,parenting
1285,171,relationships
1286,171,writing
1287,172,children
1288,172,design
1289,172,entertainment
1290,172,parenting
1291,172,play
1292,172,sports
1293,172,technology
1294,173,South America
1295,173,entertainment
1296,173,global issues
1297,173,love
1298,173,parenting
1299,173,storytelling
1300,173,women
1301,173,world cultures
1302,174,comedy
1303,174,humor
1304,175,ants
1305,175,biology
1306,175,collaboration
1307,175,design
1308,175,insects
1309,175,science
1310,176,entertainment
1311,176,film
1312,176,humor
1313,176,movies
1314,176,storytelling
1315,176,technology
1316,177,animals
1317,177,evolution
1318,177,exploration
1319,177,fish
1320,177,oceans
1321,177,science
1322,177,technology
1323,178,art
1324,178,culture
1325,178,design
1326,178,museums
1327,179,architecture
1328,179,business
1329,179,creativity
1330,179,culture
1331,179,design
1332,179,interview
1333,179,invention
1334,180,culture
1335,180,entertainment
1336,180,guitar
1337,180,live music
1338,180,music
1339,180,performance
1340,180,singer
1341,180,technology
1342,181,MacArthur grant
1343,181,activism
1344,181,children
1345,181,cities
1346,181,culture
1347,181,live music
1348,181,philanthropy
1349,182,culture
1350,182,education
1351,182,entertainment
1352,182,library
1353,182,literature
1354,182,race
1355,182,storytelling
1356,183,entertainment
1357,183,humor
1358,183,music
1359,183,technology
1360,184,art
1361,184,culture
1362,184,entertainment
1363,184,photography
1364,185,business
1365,185,community
1366,185,culture
1367,185,global issues
1368,185,philanthropy
1369,185,philosophy
1370,185,technology
1371,186,business
1372,186,cars
1373,186,cities
1374,186,technology
1375,186,transportation
1376,187,Brazil
1377,187,South America
1378,187,cities
1379,187,culture
1380,187,design
1381,187,green
1382,187,humor
1383,187,infrastructure
1384,187,sustainability
1385,187,transportation
1386,188,MacArthur grant
1387,188,ancient world
1388,188,art
1389,188,books
1390,188,cities
1391,188,communication
1392,188,culture
1393,188,design
1394,188,humor
1395,189,animals
1396,189,bees
1397,189,business
1398,189,culture
1399,189,ecology
1400,189,evolution
1401,189,food
1402,189,garden
1403,189,global issues
1404,189,plants
1405,189,science
1406,190,business
1407,190,collaboration
1408,190,communication
1409,190,community
1410,190,culture
1411,190,global issues
1412,190,humanity
1413,190,wikipedia
1414,191,live music
1415,191,music
1416,191,performance
1417,191,technology
1418,192,NASA
1419,192,Planets
1420,192,future
1421,192,history
1422,192,physics
1423,192,rocket science
1424,192,science
1425,192,space
1426,192,storytelling
1427,192,technology
1428,193,architecture
1429,193,cities
1430,193,collaboration
1431,193,creativity
1432,193,design
1433,193,museums
1434,193,visualizations
1435,194,collaboration
1436,194,comedy
1437,194,entertainment
1438,194,guitar
1439,194,humor
1440,194,singer
1441,194,storytelling
1442,195,collaboration
1443,195,entertainment
1444,195,humor
1445,195,physics
1446,196,Africa
1447,196,collaboration
1448,196,culture
1449,196,global issues
1450,196,politics
1451,197,TED Brain Trust
1452,197,children
1453,197,design
1454,197,entertainment
1455,197,parenting
1456,197,photography
1457,197,rocket science
1458,197,space
1459,197,toy
1460,198,astronomy
1461,198,collaboration
1462,198,demo
1463,198,science
1464,198,technology
1465,198,telescopes
1466,198,universe
1467,199,children
1468,199,collaboration
1469,199,computers
1470,199,design
1471,199,technology
1472,200,alternative energy
1473,200,creativity
1474,200,energy
1475,200,genetics
1476,200,global issues
1477,200,invention
1478,200,science
1479,200,technology
1480,201,demo
1481,201,design
1482,201,entertainment
1483,201,future
1484,201,interface design
1485,201,media
1486,201,movies
1487,201,technology
1488,202,biology
1489,202,brain
1490,202,consciousness
1491,202,global issues
1492,202,illness
1493,202,science
1494,203,architecture
1495,203,collaboration
1496,203,design
1497,203,global issues
1498,203,technology
1499,204,TED Prize
1500,204,activism
1501,204,children
1502,204,collaboration
1503,204,culture
1504,204,design
1505,204,education
1506,204,entertainment
1507,204,global issues
1508,204,teaching
1509,204,writing
1510,205,TED Prize
1511,205,collaboration
1512,205,faith
1513,205,global issues
1514,205,religion
1515,206,Africa
1516,206,TED Prize
1517,206,education
1518,206,math
1519,206,physics
1520,206,science
1521,206,technology
1522,207,architecture
1523,207,cities
1524,207,green
1525,208,biology
1526,208,brain
1527,208,business
1528,208,demo
1529,208,medicine
1530,208,science
1531,208,technology
1532,208,visualizations
1533,209,culture
1534,209,education
1535,209,science
1536,209,technology
1537,209,web
1538,210,Africa
1539,210,entertainment
1540,210,guitar
1541,210,live music
1542,210,music
1543,210,performance
1544,211,art
1545,211,demo
1546,211,design
1547,211,entertainment
1548,211,history
1549,211,technology
1550,212,education
1551,212,history
1552,212,math
1553,212,science
1554,212,space
1555,212,technology
1556,212,war
1557,213,animation
1558,213,art
1559,213,demo
1560,213,design
1561,213,entertainment
1562,213,film
1563,213,music
1564,213,online video
1565,213,visualizations
1566,214,String theory
1567,214,evolution
1568,214,math
1569,214,physics
1570,214,science
1571,214,time
1572,214,universe
1573,215,activism
1574,215,climate change
1575,215,global issues
1576,215,science
1577,216,business
1578,216,demo
1579,216,design
1580,216,education
1581,216,entertainment
1582,216,gaming
1583,216,hack
1584,216,technology
1585,217,creativity
1586,217,demo
1587,217,design
1588,217,entertainment
1589,217,health care
1590,217,live music
1591,217,music
1592,217,technology
1593,217,writing
1594,218,Google
1595,218,business
1596,218,collaboration
1597,218,economics
1598,218,law
1599,218,social change
1600,218,technology
1601,218,wikipedia
1602,219,Africa
1603,219,activism
1604,219,global development
1605,219,global issues
1606,219,health
1607,219,health care
1608,219,heart health
1609,219,public health
1610,219,science
1611,220,culture
1612,220,entertainment
1613,220,storytelling
1614,220,writing
1615,221,String theory
1616,221,TED Brain Trust
1617,221,physics
1618,221,science
1619,221,universe
1620,222,String theory
1621,222,big bang
1622,222,education
1623,222,physics
1624,222,science
1625,222,technology
1626,223,entertainment
1627,223,humor
1628,223,live music
1629,223,music
1630,223,performance
1631,224,Africa
1632,224,education
1633,224,global issues
1634,224,philanthropy
1635,224,technology
1636,225,biology
1637,225,design
1638,225,food
1639,225,global issues
1640,225,pollution
1641,225,science
1642,225,technology
1643,226,bacteria
1644,226,biology
1645,226,disease
1646,226,evolution
1647,226,global issues
1648,226,health
1649,226,illness
1650,226,medicine
1651,226,microbiology
1652,226,science
1653,227,MacArthur grant
1654,227,dance
1655,227,entertainment
1656,227,math
1657,227,music
1658,227,physics
1659,227,sports
1660,228,animals
1661,228,design
1662,228,hack
1663,228,intelligence
1664,228,interface design
1665,228,technology
1666,229,Google
1667,229,business
1668,229,economics
1669,229,entertainment
1670,229,global issues
1671,229,media
1672,229,news
1673,230,environment
1674,230,food
1675,230,green
1676,230,obesity
1677,230,sustainability
1678,231,adventure
1679,231,animals
1680,231,biodiversity
1681,231,education
1682,231,exploration
1683,231,fish
1684,231,oceans
1685,231,science
1686,231,submarine
1687,232,business
1688,232,computers
1689,232,creativity
1690,232,design
1691,232,sex
1692,232,society
1693,233,art
1694,233,design
1695,233,engineering
1696,233,entertainment
1697,233,humor
1698,233,philosophy
1699,234,activism
1700,234,design
1701,234,health
1702,234,health care
1703,234,invention
1704,234,public health
1705,234,technology
1706,235,Africa
1707,235,activism
1708,235,business
1709,235,economics
1710,235,global development
1711,235,global issues
1712,235,inequality
1713,235,politics
1714,235,poverty
1715,236,brain
1716,236,culture
1717,236,design
1718,236,evolution
1719,236,meme
1720,236,technology
1721,237,TED Brain Trust
1722,237,animals
1723,237,archaeology
1724,237,dinosaurs
1725,237,entertainment
1726,237,exploration
1727,237,fish
1728,237,humor
1729,237,photography
1730,238,Africa
1731,238,guitar
1732,238,live music
1733,238,music
1734,238,singer
1735,239,anthropology
1736,239,beauty
1737,239,culture
1738,239,faith
1739,239,global issues
1740,239,photography
1741,239,religion
1742,240,culture
1743,240,global issues
1744,240,history
1745,240,language
1746,240,physics
1747,241,computers
1748,241,engineering
1749,241,history
1750,241,library
1751,241,military
1752,241,science
1753,241,software
1754,241,technology
1755,242,art
1756,242,beauty
1757,242,business
1758,242,culture
1759,242,photography
1760,242,plastic
1761,242,statistics
1762,243,aging
1763,243,genetics
1764,243,health
1765,243,health care
1766,243,medicine
1767,243,science
1768,244,animals
1769,244,design
1770,244,evolution
1771,244,robots
1772,244,science
1773,244,technology
